,Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,CodeSum,PrecipTotal,StnPressure,SeaLevel,AvgSpeed,Sunrise(hrs),Sunset(hrs),WindDirection,WindSpeed,StationLat,StationLong,StationElev_ft
372,1,2008-05-03,56,43,50,-4.0,41,46,15,0,RA,0.01,29.01,29.69,12.7,4.766666666666667,18.85,250,10.4,41.995,-87.933,662
373,2,2008-05-03,56,44,50,-4.0,42,46,15,0,RA BR,0.01,29.08,29.69,12.7,4.766666666666667,18.85,250,11.2,41.786,-87.752,612
374,1,2008-05-04,65,38,52,-2.0,34,45,13,0, ,0.0,29.31,30.02,6.3,4.733333333333333,18.866666666666667,240,5.6,41.995,-87.933,662
375,2,2008-05-04,66,39,53,-1.0,33,45,12,0, ,0.0,29.38,30.02,5.6,4.733333333333333,18.866666666666667,230,5.1,41.786,-87.752,612
376,1,2008-05-05,75,50,63,8.0,38,50,2,0, ,0.0,29.27,29.99,7.0,4.716666666666667,18.883333333333333,260,4.4,41.995,-87.933,662
377,2,2008-05-05,74,50,62,7.0,38,50,3,0, ,0.0,29.34,29.99,6.2,4.716666666666667,18.883333333333333,230,3.7,41.786,-87.752,612
378,1,2008-05-06,81,46,64,9.0,44,55,1,0, ,0.0,29.16,29.88,7.1,4.7,18.916666666666668,220,6.3,41.995,-87.933,662
379,2,2008-05-06,82,52,67,12.0,43,55,0,2, ,0.0,29.23,29.88,8.8,4.7,18.916666666666668,220,6.9,41.786,-87.752,612
380,1,2008-05-07,70,49,60,5.0,52,56,5,0,RA BR,0.76,28.97,29.69,12.3,4.683333333333334,18.933333333333334,230,3.5,41.995,-87.933,662
381,2,2008-05-07,71,50,61,6.0,53,56,4,0,RA BR,0.71,29.03,29.69,11.1,4.683333333333334,18.933333333333334,220,1.9,41.786,-87.752,612
382,1,2008-05-08,59,45,52,-4.0,35,44,13,0, ,0.0,29.08,29.82,12.6,4.65,18.95,50,12.2,41.995,-87.933,662
383,2,2008-05-08,59,47,53,-3.0,36,45,12,0, ,0.0,29.14,29.81,15.0,4.65,18.95,50,14.3,41.786,-87.752,612
384,1,2008-05-09,58,41,50,-6.0,34,43,15,0, ,0.0,29.15,29.85,6.9,4.633333333333333,18.966666666666665,30,6.3,41.995,-87.933,662
385,2,2008-05-09,58,42,50,-6.0,35,44,15,0, ,0.0,29.2,29.85,7.0,4.633333333333333,18.966666666666665,30,6.5,41.786,-87.752,612
386,1,2008-05-10,61,38,50,-6.0,37,45,15,0, ,0.0,29.08,29.85,6.3,4.616666666666667,18.983333333333334,70,5.9,41.995,-87.933,662
387,2,2008-05-10,61,41,51,-5.0,39,46,14,0, ,0.0,29.15,29.84,6.6,4.616666666666667,18.983333333333334,80,6.0,41.786,-87.752,612
388,1,2008-05-11,58,46,52,-5.0,43,47,13,0,RA BR,0.95,28.85,29.55,17.7,4.6,19.0,20,14.5,41.995,-87.933,662
389,2,2008-05-11,60,47,54,-3.0,44,48,11,0,RA BR,1.46,28.89,29.53,17.8,4.6,19.0,20,14.3,41.786,-87.752,612
390,1,2008-05-12,56,40,48,-9.0,38,43,17,0, ,0.0,29.26,29.96,7.8,4.583333333333333,19.016666666666666,70,5.1,41.995,-87.933,662
391,2,2008-05-12,53,41,47,-10.0,39,43,18,0, ,0.0,29.32,29.96,7.6,4.583333333333333,19.016666666666666,60,4.9,41.786,-87.752,612
392,1,2008-05-13,73,40,57,-1.0,45,51,8,0,TSRA RA,0.08,29.2,29.93,15.9,4.566666666666666,19.033333333333335,180,15.5,41.995,-87.933,662
393,2,2008-05-13,73,45,59,1.0,45,52,6,0,TSRA RA,0.32,29.28,29.95,14.4,4.566666666666666,19.033333333333335,180,13.7,41.786,-87.752,612
394,1,2008-05-14,64,45,55,-3.0,48,52,10,0,DZ BR,0.02,29.19,29.89,9.6,4.55,19.05,250,2.0,41.995,-87.933,662
395,2,2008-05-14,61,46,54,-4.0,49,52,11,0,RA BR,0.02,29.25,29.89,8.9,4.55,19.05,210,2.5,41.786,-87.752,612
396,1,2008-05-15,57,43,50,-8.0,37,45,15,0, ,0.0,29.33,30.05,7.9,4.533333333333333,19.066666666666666,50,6.8,41.995,-87.933,662
397,2,2008-05-15,57,43,50,-8.0,37,45,15,0, ,0.0,29.38,30.05,8.1,4.533333333333333,19.066666666666666,50,7.5,41.786,-87.752,612
398,1,2008-05-16,73,40,57,-2.0,41,50,8,0, ,0.0,29.1,29.86,9.4,4.516666666666667,19.083333333333332,250,8.9,41.995,-87.933,662
399,2,2008-05-16,72,41,57,-2.0,41,50,8,0, ,0.0,29.16,29.86,8.8,4.516666666666667,19.083333333333332,250,8.3,41.786,-87.752,612
400,1,2008-05-17,73,52,63,4.0,41,52,2,0,RA,0.12,28.87,29.61,14.7,4.5,19.1,300,12.9,41.995,-87.933,662
401,2,2008-05-17,73,50,62,3.0,41,52,3,0,TSRA RA BR,0.26,28.94,29.61,14.1,4.5,19.1,290,11.2,41.786,-87.752,612
402,1,2008-05-18,55,44,50,-10.0,39,45,15,0, ,0.0,28.93,29.64,8.2,4.483333333333333,19.116666666666667,340,3.5,41.995,-87.933,662
403,2,2008-05-18,55,45,50,-10.0,40,46,15,0, ,0.0,28.98,29.63,7.9,4.483333333333333,19.116666666666667,350,1.6,41.786,-87.752,612
404,1,2008-05-19,60,40,50,-10.0,33,43,15,0,RA,0.01,28.96,29.69,5.7,4.466666666666667,19.133333333333333,70,3.9,41.995,-87.933,662
405,2,2008-05-19,59,42,51,-9.0,34,44,14,0,RA,0.01,29.02,29.69,6.2,4.466666666666667,19.133333333333333,70,4.4,41.786,-87.752,612
406,1,2008-05-20,66,47,57,-4.0,37,47,8,0, ,0.0,28.94,29.66,9.2,4.45,19.15,310,7.3,41.995,-87.933,662
407,2,2008-05-20,64,49,57,-4.0,37,47,8,0, ,0.01,29.0,29.66,7.7,4.45,19.15,300,6.9,41.786,-87.752,612
408,1,2008-05-21,66,41,54,-7.0,36,46,11,0, ,0.0,29.0,29.7,9.2,4.433333333333334,19.166666666666668,320,7.2,41.995,-87.933,662
409,2,2008-05-21,65,45,55,-6.0,36,46,10,0, ,0.0,29.05,29.7,8.8,4.433333333333334,19.166666666666668,330,6.8,41.786,-87.752,612
410,1,2008-05-22,59,45,52,-9.0,38,45,13,0, ,0.0,29.24,29.94,9.8,4.416666666666667,19.183333333333334,50,8.8,41.995,-87.933,662
411,2,2008-05-22,56,47,52,-9.0,38,45,13,0, ,0.0,29.29,29.93,11.2,4.416666666666667,19.183333333333334,50,10.5,41.786,-87.752,612
412,1,2008-05-23,57,46,52,-9.0,39,45,13,0, ,0.0,29.41,30.12,10.9,4.416666666666667,19.2,30,10.7,41.995,-87.933,662
413,2,2008-05-23,59,48,54,-7.0,40,46,11,0, ,0.0,29.47,30.11,10.7,4.416666666666667,19.2,30,10.4,41.786,-87.752,612
414,1,2008-05-24,67,40,54,-8.0,40,48,11,0, ,0.0,29.44,30.18,8.4,4.4,19.216666666666665,70,7.4,41.995,-87.933,662
415,2,2008-05-24,68,44,56,-6.0,38,48,9,0, ,0.0,29.51,30.17,7.4,4.4,19.216666666666665,70,6.9,41.786,-87.752,612
416,1,2008-05-25,78,44,61,-1.0,50,57,4,0,TSRA,0.01,29.18,29.93,11.9,4.383333333333334,19.233333333333334,180,10.3,41.995,-87.933,662
417,2,2008-05-25,78,51,65,3.0,48,57,0,0, ,0.0,29.26,29.93,12.4,4.383333333333334,19.233333333333334,170,11.1,41.786,-87.752,612
418,1,2008-05-26,81,47,64,2.0,60,64,1,0,TSRA RA BR,0.48,29.11,29.81,11.8,4.366666666666666,19.25,250,6.2,41.995,-87.933,662
419,2,2008-05-26,84,53,69,7.0,60,65,0,4,TS TSRA RA HZ,0.0,29.17,29.8,12.0,4.366666666666666,19.25,240,7.3,41.786,-87.752,612
420,1,2008-05-27,50,42,46,-16.0,35,42,19,0, ,0.0,29.5,30.19,19.3,4.366666666666666,19.266666666666666,30,19.2,41.995,-87.933,662
421,2,2008-05-27,53,45,49,-13.0,36,43,16,0,RA,0.01,29.54,30.18,17.4,4.366666666666666,19.266666666666666,20,18.0,41.786,-87.752,612
422,1,2008-05-28,62,43,53,-10.0,32,43,12,0, ,0.0,29.6,30.34,8.7,4.35,19.266666666666666,60,8.2,41.995,-87.933,662
423,2,2008-05-28,61,45,53,-10.0,35,44,12,0, ,0.0,29.66,30.33,8.5,4.35,19.266666666666666,70,7.8,41.786,-87.752,612
424,1,2008-05-29,67,42,55,-9.0,37,47,10,0,RA,0.01,29.39,30.16,4.2,4.35,19.283333333333335,110,3.5,41.995,-87.933,662
425,2,2008-05-29,68,45,57,-7.0,38,48,8,0,RA,0.08,29.46,30.17,3.8,4.35,19.283333333333335,100,2.2,41.786,-87.752,612
426,1,2008-05-30,77,55,66,2.0,59,62,0,1,TSRA RA BR,0.4,29.03,29.79,10.4,4.333333333333333,19.3,210,8.4,41.995,-87.933,662
427,2,2008-05-30,77,58,68,4.0,60,63,0,3,TS RA BR,0.3,29.09,29.79,10.7,4.333333333333333,19.3,200,9.4,41.786,-87.752,612
428,1,2008-05-31,79,59,69,5.0,56,62,0,4, ,0.0,29.1,29.8,11.9,4.333333333333333,19.316666666666666,280,10.8,41.995,-87.933,662
429,2,2008-05-31,79,60,70,6.0,56,62,0,5, ,0.0,29.15,29.79,12.3,4.333333333333333,19.316666666666666,280,11.1,41.786,-87.752,612
430,1,2008-06-01,74,53,64,0.0,47,55,1,0, ,0.0,29.23,29.95,5.4,4.316666666666666,19.333333333333332,100,4.6,41.995,-87.933,662
431,2,2008-06-01,71,56,64,0.0,46,55,1,0, ,0.0,29.29,29.94,5.9,4.316666666666666,19.333333333333332,80,5.6,41.786,-87.752,612
432,1,2008-06-02,86,56,71,7.0,52,60,0,6,RA,0.01,29.16,29.89,4.8,4.316666666666666,19.333333333333332,80,1.9,41.995,-87.933,662
433,2,2008-06-02,85,61,73,9.0,53,61,0,8, ,0.0,29.21,29.87,5.7,4.316666666666666,19.333333333333332,130,1.7,41.786,-87.752,612
434,1,2008-06-03,69,55,62,-2.0,55,57,3,0,TSRA RA FG+ FG BR,0.52,28.97,29.69,9.2,4.3,19.35,40,7.3,41.995,-87.933,662
435,2,2008-06-03,74,57,66,2.0,58,60,0,1,RA BR HZ,0.92,29.02,29.67,6.7,4.3,19.35,30,5.2,41.786,-87.752,612
436,1,2008-06-04,78,54,66,2.0,59,61,0,1,TSRA DZ FG+ FG BR HZ,0.01,28.9,29.62,5.2,4.3,19.366666666666667,40,4.5,41.995,-87.933,662
437,2,2008-06-04,78,59,69,5.0,61,64,0,4,TS TSRA BR HZ,0.02,28.95,29.6,4.3,4.3,19.366666666666667,50,3.1,41.786,-87.752,612
438,1,2008-06-05,87,60,74,9.0,68,71,0,9,TSRA BR,0.64,29.0,29.7,14.0,4.283333333333333,19.383333333333333,200,11.5,41.995,-87.933,662
439,2,2008-06-05,88,68,78,13.0,69,72,0,13,TSRA,0.22,29.06,29.69,13.8,4.283333333333333,19.383333333333333,200,13.2,41.786,-87.752,612
440,1,2008-06-06,87,73,80,14.0,68,72,0,15,RA,0.01,29.07,29.76,21.5,4.283333333333333,19.383333333333333,200,21.1,41.995,-87.933,662
441,2,2008-06-06,86,73,80,14.0,69,72,0,15,RA,0.03,29.14,29.75,19.5,4.283333333333333,19.383333333333333,200,19.2,41.786,-87.752,612
442,1,2008-06-07,85,69,77,11.0,71,73,0,12,TS RA BR,0.11,29.16,29.86,13.2,4.283333333333333,19.4,190,12.5,41.995,-87.933,662
443,2,2008-06-07,84,72,78,12.0,71,73,0,13,TS BR,0.07,29.23,29.85,12.4,4.283333333333333,19.4,190,11.8,41.786,-87.752,612
444,1,2008-06-08,85,64,75,9.0,68,70,0,10,TS TSRA RA,1.24,29.11,29.81,12.2,4.283333333333333,19.416666666666668,180,6.5,41.995,-87.933,662
445,2,2008-06-08,87,65,76,10.0,69,71,0,11,RA BR SQ,1.31,29.18,29.8,11.5,4.283333333333333,19.416666666666668,190,4.2,41.786,-87.752,612
446,1,2008-06-09,74,65,70,4.0,64,66,0,5,RA BR,0.14,29.1,29.82,7.7,4.266666666666667,19.416666666666668,220,6.3,41.995,-87.933,662
447,2,2008-06-09,74,65,70,4.0,64,66,0,5,RA DZ,0.21,29.17,29.8,8.8,4.266666666666667,19.416666666666668,230,6.5,41.786,-87.752,612
448,1,2008-06-10,79,59,69,2.0,56,61,0,4,RA,0.01,29.18,29.89,9.6,4.266666666666667,19.433333333333334,250,8.8,41.995,-87.933,662
449,2,2008-06-10,80,60,70,3.0,56,63,0,5,RA,0.01,29.25,29.88,10.4,4.266666666666667,19.433333333333334,250,9.3,41.786,-87.752,612
450,1,2008-06-11,86,61,74,7.0,56,64,0,9, ,0.0,29.28,29.99,10.0,4.266666666666667,19.433333333333334,180,8.9,41.995,-87.933,662
451,2,2008-06-11,86,66,76,9.0,55,64,0,11, ,0.0,29.34,29.97,10.4,4.266666666666667,19.433333333333334,180,9.4,41.786,-87.752,612
452,1,2008-06-12,91,73,82,14.0,63,69,0,17, ,0.0,29.2,29.9,16.3,4.266666666666667,19.45,180,16.1,41.995,-87.933,662
453,2,2008-06-12,91,73,82,14.0,63,70,0,17, ,0.0,29.26,29.89,15.1,4.266666666666667,19.45,180,14.8,41.786,-87.752,612
454,1,2008-06-13,82,65,74,6.0,62,66,0,9,TSRA RA BR,0.39,29.21,29.92,9.9,4.266666666666667,19.45,220,8.9,41.995,-87.933,662
455,2,2008-06-13,82,66,74,6.0,63,66,0,9,TS TSRA RA,0.19,29.28,29.91,10.8,4.266666666666667,19.45,230,9.6,41.786,-87.752,612
456,1,2008-06-14,84,59,72,4.0,53,61,0,7, ,0.0,29.23,29.94,8.8,4.266666666666667,19.466666666666665,240,8.3,41.995,-87.933,662
457,2,2008-06-14,84,61,73,5.0,52,62,0,8, ,0.0,29.29,29.92,9.3,4.266666666666667,19.466666666666665,240,8.7,41.786,-87.752,612
458,1,2008-06-15,81,61,71,3.0,60,64,0,6,RA,0.18,29.15,29.84,9.8,4.266666666666667,19.466666666666665,240,8.1,41.995,-87.933,662
459,2,2008-06-15,82,60,71,3.0,60,64,0,6,TSRA RA BR,0.29,29.23,29.83,9.7,4.266666666666667,19.466666666666665,240,8.4,41.786,-87.752,612
460,1,2008-06-16,72,59,66,-3.0,49,57,0,1, ,0.0,29.2,29.91,11.2,4.266666666666667,19.483333333333334,310,10.7,41.995,-87.933,662
461,2,2008-06-16,74,60,67,-2.0,49,57,0,2, ,0.0,29.25,29.89,11.5,4.266666666666667,19.483333333333334,310,10.8,41.786,-87.752,612
462,1,2008-06-17,76,55,66,-3.0,46,55,0,1, ,0.0,29.26,29.97,11.2,4.266666666666667,19.483333333333334,300,10.7,41.995,-87.933,662
463,2,2008-06-17,76,56,66,-3.0,46,55,0,1, ,0.0,29.32,29.96,10.8,4.266666666666667,19.483333333333334,300,10.2,41.786,-87.752,612
464,1,2008-06-18,77,56,67,-3.0,48,56,0,2, ,0.0,29.21,29.92,7.3,4.266666666666667,19.483333333333334,30,4.8,41.995,-87.933,662
465,2,2008-06-18,75,58,67,-3.0,49,56,0,2, ,0.0,29.26,29.91,7.5,4.266666666666667,19.483333333333334,50,5.0,41.786,-87.752,612
466,1,2008-06-19,81,52,67,-3.0,46,56,0,2, ,0.0,29.21,29.93,5.1,4.266666666666667,19.5,250,1.8,41.995,-87.933,662
467,2,2008-06-19,80,55,68,-2.0,47,57,0,3, ,0.0,29.27,29.92,5.4,4.266666666666667,19.5,140,1.5,41.786,-87.752,612
468,1,2008-06-20,82,58,70,0.0,53,60,0,5,TSRA RA,0.09,29.25,29.96,7.9,4.266666666666667,19.5,220,6.7,41.995,-87.933,662
469,2,2008-06-20,83,60,72,2.0,52,59,0,7,RA,0.04,29.3,29.95,7.2,4.266666666666667,19.5,230,6.5,41.786,-87.752,612
470,1,2008-06-21,82,61,72,2.0,52,61,0,7, ,0.01,29.24,29.95,7.8,4.266666666666667,19.5,290,7.1,41.995,-87.933,662
471,2,2008-06-21,83,62,73,3.0,53,61,0,8,RA,0.01,29.29,29.93,6.9,4.266666666666667,19.5,290,5.6,41.786,-87.752,612
472,1,2008-06-22,82,57,70,0.0,52,59,0,5,TS TSRA,0.16,29.18,29.89,5.1,4.283333333333333,19.516666666666666,310,2.9,41.995,-87.933,662
473,2,2008-06-22,81,61,71,1.0,53,60,0,6,RA,0.02,29.23,29.87,4.4,4.283333333333333,19.516666666666666,340,1.5,41.786,-87.752,612
474,1,2008-06-23,77,56,67,-3.0,54,59,0,2, ,0.0,29.33,30.04,6.4,4.283333333333333,19.516666666666666,40,3.9,41.995,-87.933,662
475,2,2008-06-23,76,57,67,-3.0,54,59,0,2, ,0.0,29.38,30.03,6.4,4.283333333333333,19.516666666666666,30,3.8,41.786,-87.752,612
476,1,2008-06-24,82,55,69,-2.0,53,60,0,4, ,0.0,29.44,30.15,5.8,4.283333333333333,19.516666666666666,180,5.1,41.995,-87.933,662
477,2,2008-06-24,82,57,70,-1.0,52,60,0,5, ,0.0,29.49,30.13,5.4,4.283333333333333,19.516666666666666,180,4.3,41.786,-87.752,612
478,1,2008-06-25,79,66,73,2.0,64,67,0,8,RA,0.08,29.28,29.99,9.3,4.283333333333333,19.516666666666666,220,8.0,41.995,-87.933,662
479,2,2008-06-25,79,67,73,2.0,65,68,0,8,RA BR,0.11,29.34,29.98,8.5,4.283333333333333,19.516666666666666,210,7.5,41.786,-87.752,612
480,1,2008-06-26,86,70,78,7.0,66,70,0,13,BR,0.0,29.15,29.86,7.3,4.3,19.516666666666666,260,6.3,41.995,-87.933,662
481,2,2008-06-26,87,71,79,8.0,67,71,0,14,BR,0.0,29.21,29.84,7.8,4.3,19.516666666666666,250,6.8,41.786,-87.752,612
482,1,2008-06-27,84,66,75,4.0,67,70,0,10,RA,0.01,29.05,29.76,7.4,4.3,19.516666666666666,220,6.7,41.995,-87.933,662
483,2,2008-06-27,85,69,77,6.0,67,70,0,12,RA,0.01,29.11,29.74,9.1,4.3,19.516666666666666,210,8.3,41.786,-87.752,612
484,1,2008-06-28,83,64,74,3.0,55,63,0,9,TSRA HZ,0.04,28.98,29.69,13.2,4.316666666666666,19.516666666666666,250,12.1,41.995,-87.933,662
485,2,2008-06-28,84,66,75,4.0,55,63,0,10,RA,0.01,29.05,29.68,14.5,4.316666666666666,19.516666666666666,260,13.3,41.786,-87.752,612
486,1,2008-06-29,75,60,68,-3.0,58,61,0,3,RA BR,0.58,29.08,29.77,9.7,4.316666666666666,19.516666666666666,310,7.3,41.995,-87.933,662
487,2,2008-06-29,77,61,69,-2.0,58,61,0,4,RA BR,0.22,29.13,29.75,10.1,4.316666666666666,19.516666666666666,300,7.9,41.786,-87.752,612
488,1,2008-06-30,80,59,70,-2.0,50,58,0,5, ,0.0,29.28,29.98,9.6,4.316666666666666,19.516666666666666,340,6.0,41.995,-87.933,662
489,2,2008-06-30,81,59,70,-2.0,49,58,0,5, ,0.0,29.34,29.96,9.1,4.316666666666666,19.516666666666666,350,5.5,41.786,-87.752,612
490,1,2008-07-01,83,58,71,-1.0,51,60,0,6, ,0.0,29.24,29.97,8.0,4.333333333333333,19.516666666666666,240,8.1,41.995,-87.933,662
491,2,2008-07-01,84,57,71,-1.0,50,60,0,6, ,0.0,29.3,29.95,8.3,4.333333333333333,19.516666666666666,230,8.2,41.786,-87.752,612
492,1,2008-07-02,87,63,75,3.0,62,66,0,10,TS RA BR,0.2,29.09,29.79,13.2,4.333333333333333,19.516666666666666,230,8.7,41.995,-87.933,662
493,2,2008-07-02,89,63,76,4.0,62,67,0,11,RA,0.12,29.14,29.78,11.7,4.333333333333333,19.516666666666666,240,7.4,41.786,-87.752,612
494,1,2008-07-03,71,55,63,-9.0,51,57,2,0, ,0.01,29.34,30.04,12.0,4.35,19.516666666666666,30,11.6,41.995,-87.933,662
495,2,2008-07-03,71,59,65,-7.0,51,57,0,0, ,0.01,29.39,30.01,13.5,4.35,19.516666666666666,30,13.3,41.786,-87.752,612
496,1,2008-07-04,76,52,64,-8.0,50,57,1,0, ,0.0,29.35,30.06,6.6,4.366666666666666,19.5,50,6.0,41.995,-87.933,662
497,2,2008-07-04,75,58,67,-5.0,50,58,0,2, ,0.0,29.4,30.05,7.5,4.366666666666666,19.5,60,6.5,41.786,-87.752,612
498,1,2008-07-05,80,54,67,-5.0,52,59,0,2, ,0.0,29.31,30.03,7.0,4.366666666666666,19.5,70,4.6,41.995,-87.933,662
499,2,2008-07-05,79,57,68,-4.0,52,60,0,3, ,0.0,29.36,30.01,5.7,4.366666666666666,19.5,100,4.7,41.786,-87.752,612
500,1,2008-07-06,87,59,73,1.0,57,65,0,8, ,0.0,29.21,29.94,9.4,4.383333333333334,19.5,190,9.3,41.995,-87.933,662
501,2,2008-07-06,88,63,76,4.0,58,65,0,11, ,0.0,29.28,29.92,8.9,4.383333333333334,19.5,190,8.3,41.786,-87.752,612
502,1,2008-07-07,87,71,79,7.0,67,71,0,14,TSRA RA,0.03,29.16,29.87,11.9,4.383333333333334,19.5,220,10.9,41.995,-87.933,662
503,2,2008-07-07,87,74,81,9.0,68,71,0,16, ,0.11,29.21,29.86,11.4,4.383333333333334,19.5,210,10.8,41.786,-87.752,612
504,1,2008-07-08,85,70,78,5.0,67,71,0,13, ,0.03,29.1,29.81,9.1,4.4,19.483333333333334,260,7.8,41.995,-87.933,662
505,2,2008-07-08,86,46,78,5.0,68,71,0,13,TS RA,0.28,29.16,29.8,8.3,4.4,19.483333333333334,240,7.4,41.786,-87.752,612
506,1,2008-07-09,85,67,76,3.0,55,63,0,11, ,0.01,29.26,29.95,10.3,4.416666666666667,19.483333333333334,310,9.5,41.995,-87.933,662
507,2,2008-07-09,85,67,76,3.0,55,64,0,11, ,0.0,29.31,29.94,9.1,4.416666666666667,19.483333333333334,320,8.1,41.786,-87.752,612
508,1,2008-07-10,82,64,73,0.0,63,66,0,8,TSRA RA BR,0.72,29.26,29.99,9.2,4.416666666666667,19.483333333333334,230,8.5,41.995,-87.933,662
509,2,2008-07-10,84,64,74,1.0,62,67,0,9,TSRA RA,0.43,29.33,29.97,8.6,4.416666666666667,19.483333333333334,230,8.1,41.786,-87.752,612
510,1,2008-07-11,88,64,76,3.0,65,69,0,11,TSRA RA BR,0.34,29.23,29.97,8.4,4.433333333333334,19.466666666666665,200,5.2,41.995,-87.933,662
511,2,2008-07-11,89,64,77,4.0,65,69,0,12,TS TSRA RA,0.03,29.3,29.95,7.5,4.433333333333334,19.466666666666665,190,3.7,41.786,-87.752,612
512,1,2008-07-12,81,65,73,0.0,63,66,0,8,TS TSRA RA BR,0.73,29.19,29.89,10.3,4.45,19.466666666666665,260,7.7,41.995,-87.933,662
513,2,2008-07-12,83,66,75,2.0,64,67,0,10,TSRA RA BR,0.65,29.25,29.87,11.0,4.45,19.466666666666665,260,8.4,41.786,-87.752,612
514,1,2008-07-13,79,62,71,-2.0,54,61,0,6, ,0.0,29.12,29.84,12.4,4.466666666666667,19.45,270,12.1,41.995,-87.933,662
515,2,2008-07-13,79,61,70,-3.0,53,61,0,5, ,0.0,29.18,29.83,13.8,4.466666666666667,19.45,270,13.6,41.786,-87.752,612
516,1,2008-07-14,84,62,73,0.0,54,62,0,8, ,0.0,29.22,29.92,7.8,4.466666666666667,19.45,290,4.5,41.995,-87.933,662
517,2,2008-07-14,84,62,73,0.0,54,62,0,8, ,0.0,29.28,29.9,7.1,4.466666666666667,19.45,290,1.9,41.786,-87.752,612
518,1,2008-07-15,90,61,76,2.0,62,68,0,11, ,0.0,29.3,30.0,7.4,4.483333333333333,19.433333333333334,230,6.8,41.995,-87.933,662
519,2,2008-07-15,91,67,79,5.0,63,69,0,14, ,0.0,29.36,29.98,8.3,4.483333333333333,19.433333333333334,220,7.8,41.786,-87.752,612
520,1,2008-07-16,90,71,81,7.0,66,70,0,16, ,0.0,29.39,30.09,7.2,4.5,19.416666666666668,230,5.0,41.995,-87.933,662
521,2,2008-07-16,91,73,82,8.0,67,71,0,17, ,0.0,29.44,30.07,7.4,4.5,19.416666666666668,210,5.2,41.786,-87.752,612
522,1,2008-07-17,89,71,80,6.0,66,71,0,15, ,0.0,29.33,30.05,9.0,4.516666666666667,19.416666666666668,220,8.6,41.995,-87.933,662
523,2,2008-07-17,90,74,82,8.0,66,71,0,17, ,0.0,29.39,30.03,9.3,4.516666666666667,19.416666666666668,220,8.9,41.786,-87.752,612
524,1,2008-07-18,86,74,80,6.0,68,72,0,15,RA,0.04,29.24,29.95,5.4,4.533333333333333,19.4,220,2.6,41.995,-87.933,662
525,2,2008-07-18,91,73,82,8.0,67,71,0,17,RA,0.01,29.3,29.94,8.2,4.533333333333333,19.4,230,6.8,41.786,-87.752,612
526,1,2008-07-19,78,67,73,-1.0,68,69,0,8,RA BR VCTS,1.61,29.19,29.91,5.8,4.55,19.383333333333333,330,2.0,41.995,-87.933,662
527,2,2008-07-19,80,70,75,1.0,70,71,0,10,RA BR,1.22,29.24,29.89,5.9,4.55,19.383333333333333,230,1.1,41.786,-87.752,612
528,1,2008-07-20,86,68,77,3.0,68,71,0,12,TSRA,0.74,29.2,29.91,5.7,4.55,19.383333333333333,250,4.5,41.995,-87.933,662
529,2,2008-07-20,86,68,77,3.0,68,71,0,12,TSRA RA,0.43,29.25,29.89,7.0,4.55,19.383333333333333,270,6.1,41.786,-87.752,612
530,1,2008-07-21,83,68,76,2.0,65,68,0,11,TSRA RA,0.13,29.21,29.92,7.4,4.566666666666666,19.366666666666667,30,3.3,41.995,-87.933,662
531,2,2008-07-21,84,70,77,3.0,66,69,0,12,TSRA RA VCTS,0.13,29.26,29.9,8.0,4.566666666666666,19.366666666666667,20,2.4,41.786,-87.752,612
532,1,2008-07-22,77,63,70,-4.0,59,64,0,5, ,0.01,29.31,30.0,8.7,4.583333333333333,19.35,30,8.2,41.995,-87.933,662
533,2,2008-07-22,75,66,71,-3.0,61,64,0,6,RA,0.06,29.36,29.98,9.3,4.583333333333333,19.35,30,8.6,41.786,-87.752,612
534,1,2008-07-23,81,60,71,-3.0,52,60,0,6, ,0.0,29.39,30.1,8.5,4.6,19.333333333333332,20,7.6,41.995,-87.933,662
535,2,2008-07-23,81,60,71,-3.0,52,61,0,6, ,0.0,29.44,30.08,9.3,4.6,19.333333333333332,360,8.3,41.786,-87.752,612
536,1,2008-07-24,82,59,71,-3.0,53,61,0,6, ,0.0,29.33,30.05,4.4,4.616666666666667,19.316666666666666,240,3.9,41.995,-87.933,662
537,2,2008-07-24,82,60,71,-3.0,52,61,0,6, ,0.0,29.39,30.04,4.7,4.616666666666667,19.316666666666666,240,4.3,41.786,-87.752,612
538,1,2008-07-25,82,61,72,-2.0,63,67,0,7, ,0.0,29.26,29.99,6.9,4.633333333333333,19.3,230,5.5,41.995,-87.933,662
539,2,2008-07-25,84,65,75,1.0,63,67,0,10, ,0.0,29.33,29.98,7.6,4.633333333333333,19.3,220,6.8,41.786,-87.752,612
540,1,2008-07-26,84,65,75,1.0,58,65,0,10,BR,0.0,29.22,29.94,9.1,4.65,19.3,310,8.5,41.995,-87.933,662
541,2,2008-07-26,85,67,76,2.0,58,66,0,11,BR,0.0,29.28,29.92,7.7,4.65,19.3,300,6.9,41.786,-87.752,612
542,1,2008-07-27,83,62,73,-1.0,58,64,0,8, ,0.0,29.16,29.89,6.7,4.666666666666667,19.283333333333335,240,5.9,41.995,-87.933,662
543,2,2008-07-27,83,63,73,-1.0,58,65,0,8, ,0.0,29.22,29.87,6.8,4.666666666666667,19.283333333333335,240,5.9,41.786,-87.752,612
544,1,2008-07-28,85,66,76,2.0,63,67,0,11, ,0.0,29.16,29.87,6.1,4.683333333333334,19.266666666666666,70,4.0,41.995,-87.933,662
